0	0	0
0.001	0	1.39E-01
0.002	3.00432	2.77E-01
0.003	20.9491	4.16E-01
0.004	26.2417	5.54E-01
0.005	22.597	6.93E-01
0.006	17.9184	8.31E-01
0.007	14.0274	9.70E-01
0.008	11.019	1.11E+00
0.009	8.75135	1.25E+00
0.01	7.1847	1.39E+00
0.02	1.83933	1.516755
0.03	0.878339	0.832896
0.04	0.553596	0.563133
0.05	0.435712	0.45954
0.06	0.391766	0.434817
0.07	0.387769	0.443542
0.08	0.416709	0.46743
0.09	0.44256	0.510033
0.1	0.481178	0.552637
0.15	0.731385	0.834706
